task_id,state_turn,guesser_log_index,exact_match,prefix_match,subsequence_match,overlap_count,actor_tool_count,speculator_tool_count,actor_tools,speculator_tools
6,14,3,False,False,False,0,1,1,"[""find_user_id_by_email""]","[""transfer_to_human_agents""]"
6,18,4,False,False,False,0,0,1,[],"[""transfer_to_human_agents""]"
6,20,5,True,True,True,0,0,0,[],[]
6,22,6,True,True,True,0,0,0,[],[]
6,24,7,False,False,False,0,0,2,[],"[""find_user_id_by_email"", ""transfer_to_human_agents""]"
7,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
7,6,1,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
7,10,2,True,True,True,0,0,0,[],[]
7,12,3,False,False,False,0,0,1,[],"[""transfer_to_human_agents""]"
7,14,4,False,False,False,0,0,1,[],"[""transfer_to_human_agents""]"
7,16,5,False,False,False,0,0,1,[],"[""transfer_to_human_agents""]"
8,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
8,6,1,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
8,10,2,True,True,True,0,0,0,[],[]
8,12,3,True,True,True,0,0,0,[],[]
8,14,4,True,True,True,0,0,0,[],[]
8,16,5,False,False,False,0,0,1,[],"[""find_user_id_by_email""]"
8,18,6,True,True,True,0,0,0,[],[]
8,20,7,False,False,False,0,0,1,[],"[""find_user_id_by_email""]"
8,22,8,True,True,True,0,0,0,[],[]
8,24,9,False,False,False,0,0,1,[],"[""find_user_id_by_email""]"
9,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
9,6,1,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
9,10,2,True,True,True,0,0,0,[],[]
9,12,3,True,True,True,0,0,0,[],[]
9,14,4,True,True,True,0,0,0,[],[]
9,16,5,True,True,True,0,0,0,[],[]
9,18,6,False,True,True,0,1,0,"[""list_all_product_types""]",[]
9,22,7,True,True,True,1,1,1,"[""get_product_details""]","[""get_product_details""]"
9,26,8,False,True,True,0,1,0,"[""get_product_details""]",[]
9,30,9,True,True,True,0,0,0,[],[]
9,32,10,True,True,True,0,0,0,[],[]
10,2,0,True,True,True,1,1,1,"[""find_user_id_by_email""]","[""find_user_id_by_email""]"
10,6,1,False,False,True,1,2,1,"[""get_user_details"", ""get_order_details""]","[""get_order_details""]"
10,12,2,False,False,False,0,0,1,[],"[""return_delivered_order_items""]"
10,14,3,False,True,True,0,1,0,"[""get_order_details""]",[]
10,18,4,True,True,True,0,0,0,[],[]
10,20,5,True,True,True,0,0,0,[],[]
10,22,6,False,True,True,0,1,0,"[""transfer_to_human_agents""]",[]
11,2,0,True,True,True,1,1,1,"[""find_user_id_by_email""]","[""find_user_id_by_email""]"
11,6,1,False,True,True,0,1,0,"[""get_user_details""]",[]
11,10,2,True,True,True,2,2,2,"[""get_order_details"", ""get_order_details""]","[""get_order_details"", ""get_order_details""]"
11,16,3,False,False,False,0,0,1,[],"[""return_delivered_order_items""]"
11,18,4,True,True,True,2,2,2,"[""return_delivered_order_items"", ""return_delivered_order_items""]","[""return_delivered_order_items"", ""return_delivered_order_items""]"
11,24,5,True,True,True,0,0,0,[],[]
12,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
12,6,1,False,True,True,0,1,0,"[""get_user_details""]",[]
12,10,2,False,True,True,1,2,1,"[""get_order_details"", ""get_order_details""]","[""get_order_details""]"
12,16,3,False,False,False,0,0,1,[],"[""return_delivered_order_items""]"
12,18,4,False,True,True,0,1,0,"[""transfer_to_human_agents""]",[]
13,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
13,6,1,False,False,False,0,0,2,[],"[""get_order_details"", ""get_user_details""]"
13,8,2,False,False,False,0,0,3,[],"[""get_user_details"", ""get_order_details"", ""get_order_details""]"
13,10,3,True,True,True,0,0,0,[],[]
13,12,4,True,True,True,0,0,0,[],[]
13,14,5,False,False,False,0,0,1,[],"[""get_order_details""]"
14,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
14,6,1,False,True,True,0,3,0,"[""get_user_details"", ""get_order_details"", ""get_order_details""]",[]
14,14,2,True,True,True,0,0,0,[],[]
14,16,3,False,True,True,0,2,0,"[""return_delivered_order_items"", ""return_delivered_order_items""]",[]
14,22,4,True,True,True,0,0,0,[],[]
15,2,0,False,False,False,0,0,1,[],"[""find_user_id_by_email""]"
15,4,1,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
15,8,2,False,True,True,0,3,0,"[""get_user_details"", ""get_order_details"", ""get_product_details""]",[]
15,16,3,True,True,True,1,1,1,"[""modify_pending_order_items""]","[""modify_pending_order_items""]"
15,20,4,True,True,True,0,0,0,[],[]
16,2,0,True,True,True,0,0,0,[],[]
16,4,1,True,True,True,1,1,1,"[""find_user_id_by_name_zip""]","[""find_user_id_by_name_zip""]"
16,8,2,False,False,False,4,4,7,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]","[""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
16,18,3,False,True,True,0,1,0,"[""calculate""]",[]
16,22,4,False,True,True,3,4,3,"[""cancel_pending_order"", ""cancel_pending_order"", ""return_delivered_order_items"", ""return_delivered_order_items""]","[""cancel_pending_order"", ""cancel_pending_order"", ""return_delivered_order_items""]"
16,32,5,True,True,True,0,0,0,[],[]
17,2,0,False,False,False,0,0,1,[],"[""find_user_id_by_email""]"
17,4,1,True,True,True,1,1,1,"[""find_user_id_by_name_zip""]","[""find_user_id_by_name_zip""]"
17,8,2,False,True,True,0,1,0,"[""get_order_details""]",[]
17,12,3,True,True,True,0,0,0,[],[]
17,14,4,True,True,True,1,1,1,"[""modify_pending_order_address""]","[""modify_pending_order_address""]"
17,18,5,False,False,False,0,0,1,[],"[""get_order_details""]"
18,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
18,6,1,False,True,True,0,2,0,"[""get_user_details"", ""get_order_details""]",[]
18,12,2,False,False,False,0,0,1,[],"[""return_delivered_order_items""]"
18,14,3,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
18,18,4,True,True,True,0,0,0,[],[]
19,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
19,6,1,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
19,10,2,False,True,True,0,1,0,"[""get_user_details""]",[]
19,14,3,False,True,True,1,6,1,"[""get_order_details"", ""get_order_details"", ""get_product_details"", ""get_product_details"", ""calculate"", ""calculate""]","[""get_order_details""]"
19,28,4,False,False,False,0,0,3,[],"[""return_delivered_order_items"", ""exchange_delivered_order_items"", ""exchange_delivered_order_items""]"
19,30,5,False,False,False,2,4,3,"[""return_delivered_order_items"", ""exchange_delivered_order_items"", ""exchange_delivered_order_items"", ""transfer_to_human_agents""]","[""return_delivered_order_items"", ""get_order_details"", ""exchange_delivered_order_items""]"
20,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
20,6,1,True,True,True,0,0,0,[],[]
20,8,2,False,True,True,0,4,0,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]",[]
20,18,3,False,True,True,0,10,0,"[""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details""]",[]
20,40,4,False,True,True,0,5,0,"[""exchange_delivered_order_items"", ""exchange_delivered_order_items"", ""think"", ""get_order_details"", ""get_order_details""]",[]
20,52,5,True,True,True,0,0,0,[],[]
20,54,6,True,True,True,0,0,0,[],[]
20,56,7,True,True,True,0,0,0,[],[]
21,2,0,False,False,False,0,0,1,[],"[""find_user_id_by_email""]"
21,4,1,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
21,8,2,False,True,True,0,4,0,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]",[]
21,18,3,True,True,True,0,0,0,[],[]
21,20,4,False,False,False,1,1,2,"[""modify_pending_order_items""]","[""get_product_details"", ""modify_pending_order_items""]"
21,24,5,True,True,True,0,0,0,[],[]
21,26,6,True,True,True,0,0,0,[],[]
22,2,0,True,True,True,0,0,0,[],[]
22,4,1,True,True,True,1,1,1,"[""find_user_id_by_name_zip""]","[""find_user_id_by_name_zip""]"
22,8,2,False,True,True,0,1,0,"[""modify_user_address""]",[]
22,12,3,False,True,True,0,3,0,"[""get_order_details"", ""get_order_details"", ""get_order_details""]",[]
22,20,4,True,True,True,1,1,1,"[""modify_pending_order_address""]","[""modify_pending_order_address""]"
22,24,5,True,True,True,0,0,0,[],[]
22,26,6,False,True,True,0,1,0,"[""modify_user_address""]",[]
22,30,7,True,True,True,0,0,0,[],[]
23,2,0,False,False,False,1,1,2,"[""find_user_id_by_name_zip""]","[""find_user_id_by_email"", ""find_user_id_by_name_zip""]"
23,6,1,True,True,True,0,0,0,[],[]
23,8,2,False,True,True,0,5,0,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]",[]
23,20,3,False,True,True,0,1,0,"[""get_product_details""]",[]
23,24,4,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
23,28,5,True,True,True,0,0,0,[],[]
23,30,6,False,False,False,0,0,1,[],"[""get_order_details""]"
23,32,7,True,True,True,1,1,1,"[""get_product_details""]","[""get_product_details""]"
23,36,8,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
23,40,9,True,True,True,0,0,0,[],[]
23,42,10,False,False,False,0,0,1,[],"[""get_order_details""]"
23,44,11,False,True,True,0,1,0,"[""modify_pending_order_items""]",[]
23,48,12,True,True,True,0,0,0,[],[]
24,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
24,6,1,False,True,True,0,1,0,"[""get_user_details""]",[]
24,10,2,False,False,False,0,0,1,[],"[""get_order_details""]"
24,12,3,False,False,False,2,2,7,"[""get_order_details"", ""get_order_details""]","[""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
24,18,4,False,True,True,0,1,0,"[""get_order_details""]",[]
24,22,5,True,True,True,0,0,0,[],[]
25,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
25,6,1,False,False,False,0,0,1,[],"[""get_user_details""]"
25,8,2,True,True,True,1,1,1,"[""get_user_details""]","[""get_user_details""]"
25,12,3,False,False,False,3,3,4,"[""get_order_details"", ""get_order_details"", ""get_order_details""]","[""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
25,20,4,True,True,True,0,0,0,[],[]
25,22,5,False,False,False,0,0,1,[],"[""return_delivered_order_items""]"
25,24,6,False,False,False,0,1,2,"[""transfer_to_human_agents""]","[""return_delivered_order_items"", ""get_order_details""]"
26,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
26,6,1,False,True,True,0,2,0,"[""get_user_details"", ""get_order_details""]",[]
26,12,2,True,True,True,0,0,0,[],[]
26,14,3,False,True,True,0,1,0,"[""get_order_details""]",[]
26,18,4,True,True,True,0,0,0,[],[]
26,20,5,True,True,True,1,1,1,"[""return_delivered_order_items""]","[""return_delivered_order_items""]"
26,24,6,True,True,True,0,0,0,[],[]
27,2,0,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
27,6,1,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
27,10,2,False,True,True,0,3,0,"[""get_user_details"", ""get_order_details"", ""get_order_details""]",[]
27,18,3,False,False,False,2,4,2,"[""return_delivered_order_items"", ""get_product_details"", ""exchange_delivered_order_items"", ""transfer_to_human_agents""]","[""get_product_details"", ""return_delivered_order_items""]"
28,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
28,6,1,False,True,True,0,5,0,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]",[]
28,18,2,True,True,True,0,0,0,[],[]
28,20,3,False,True,True,0,4,0,"[""return_delivered_order_items"", ""return_delivered_order_items"", ""return_delivered_order_items"", ""cancel_pending_order""]",[]
28,30,4,False,True,True,0,1,0,"[""calculate""]",[]
28,34,5,True,True,True,0,0,0,[],[]
29,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
29,6,1,False,True,True,0,2,0,"[""list_all_product_types"", ""get_product_details""]",[]
29,12,2,False,True,True,0,1,0,"[""get_user_details""]",[]
29,16,3,False,True,True,0,1,0,"[""get_order_details""]",[]
29,20,4,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
29,24,5,True,True,True,0,0,0,[],[]
29,26,6,False,True,True,0,3,0,"[""get_order_details"", ""get_order_details"", ""get_order_details""]",[]
29,34,7,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
29,38,8,True,True,True,0,0,0,[],[]
30,2,0,False,True,True,0,3,0,"[""find_user_id_by_name_zip"", ""get_user_details"", ""get_order_details""]",[]
30,10,1,False,True,True,0,3,0,"[""get_order_details"", ""get_order_details"", ""get_order_details""]",[]
30,18,2,True,True,True,0,0,0,[],[]
30,20,3,False,True,True,0,1,0,"[""exchange_delivered_order_items""]",[]
30,24,4,False,True,True,0,1,0,"[""get_order_details""]",[]
30,28,5,False,True,True,0,2,0,"[""return_delivered_order_items"", ""cancel_pending_order""]",[]
30,34,6,True,True,True,0,0,0,[],[]
30,36,7,True,True,True,1,1,1,"[""get_order_details""]","[""get_order_details""]"
30,40,8,True,True,True,1,1,1,"[""return_delivered_order_items""]","[""return_delivered_order_items""]"
30,44,9,True,True,True,0,0,0,[],[]
31,2,0,False,False,False,1,1,2,"[""find_user_id_by_name_zip""]","[""find_user_id_by_email"", ""find_user_id_by_name_zip""]"
31,6,1,False,True,True,1,4,1,"[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]","[""get_user_details""]"
31,16,2,True,True,True,0,0,0,[],[]
31,18,3,True,True,True,0,0,0,[],[]
31,20,4,False,True,True,0,1,0,"[""get_order_details""]",[]
31,24,5,True,True,True,1,1,1,"[""cancel_pending_order""]","[""cancel_pending_order""]"
31,28,6,False,True,True,0,2,0,"[""think"", ""get_order_details""]",[]
31,34,7,False,True,True,0,1,0,"[""get_order_details""]",[]
31,38,8,False,True,True,0,1,0,"[""return_delivered_order_items""]",[]
31,42,9,True,True,True,0,0,0,[],[]
32,2,0,False,True,True,0,3,0,"[""find_user_id_by_name_zip"", ""get_user_details"", ""get_order_details""]",[]
32,10,1,True,True,True,0,0,0,[],[]
32,12,2,True,True,True,1,1,1,"[""cancel_pending_order""]","[""cancel_pending_order""]"
32,16,3,True,True,True,0,0,0,[],[]
32,18,4,True,True,True,4,4,4,"[""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]","[""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
32,28,5,True,True,True,0,0,0,[],[]
32,30,6,False,True,True,0,1,0,"[""cancel_pending_order""]",[]
32,34,7,True,True,True,0,0,0,[],[]
32,36,8,True,True,True,0,0,0,[],[]
32,38,9,False,True,True,0,1,0,"[""return_delivered_order_items""]",[]
32,42,10,True,True,True,0,0,0,[],[]
33,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
33,6,1,False,True,True,0,1,0,"[""get_user_details""]",[]
33,10,2,True,True,True,3,3,3,"[""get_order_details"", ""get_order_details"", ""get_order_details""]","[""get_order_details"", ""get_order_details"", ""get_order_details""]"
33,18,3,True,True,True,0,0,0,[],[]
33,20,4,True,True,True,0,0,0,[],[]
33,22,5,False,True,True,0,1,0,"[""modify_user_address""]",[]
33,26,6,True,True,True,0,0,0,[],[]
34,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
34,6,1,False,True,True,0,1,0,"[""get_user_details""]",[]
34,10,2,True,True,True,1,1,1,"[""get_order_details""]","[""get_order_details""]"
34,14,3,True,True,True,0,0,0,[],[]
34,16,4,True,True,True,1,1,1,"[""modify_pending_order_address""]","[""modify_pending_order_address""]"
34,20,5,True,True,True,0,0,0,[],[]
35,2,0,False,True,True,0,2,0,"[""find_user_id_by_email"", ""find_user_id_by_email""]",[]
35,8,1,False,True,True,2,3,2,"[""get_user_details"", ""get_order_details"", ""get_order_details""]","[""get_user_details"", ""get_order_details""]"
35,16,2,True,True,True,0,0,0,[],[]
35,18,3,False,False,False,1,1,4,"[""get_product_details""]","[""return_delivered_order_items"", ""modify_pending_order_items"", ""exchange_delivered_order_items"", ""get_product_details""]"
35,22,4,True,True,True,0,0,0,[],[]
35,24,5,False,False,False,0,2,1,"[""return_delivered_order_items"", ""exchange_delivered_order_items""]","[""modify_pending_order_items""]"
35,30,6,False,True,True,0,1,0,"[""modify_pending_order_items""]",[]
35,34,7,True,True,True,0,0,0,[],[]
36,2,0,False,True,True,0,4,0,"[""find_user_id_by_email"", ""find_user_id_by_name_zip"", ""get_user_details"", ""get_order_details""]",[]
36,12,1,True,True,True,0,0,0,[],[]
36,14,2,True,True,True,0,0,0,[],[]
36,16,3,False,True,True,0,1,0,"[""modify_pending_order_items""]",[]
36,20,4,False,True,True,0,8,0,"[""list_all_product_types"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""think"", ""calculate""]",[]
36,38,5,True,True,True,1,1,1,"[""modify_pending_order_items""]","[""modify_pending_order_items""]"
36,42,6,False,True,True,0,1,0,"[""modify_pending_order_items""]",[]
36,46,7,True,True,True,0,0,0,[],[]
37,2,0,False,True,True,0,2,0,"[""find_user_id_by_email"", ""find_user_id_by_name_zip""]",[]
37,8,1,True,True,True,0,0,0,[],[]
37,10,2,True,True,True,0,0,0,[],[]
37,12,3,True,True,True,2,2,2,"[""get_user_details"", ""get_order_details""]","[""get_user_details"", ""get_order_details""]"
37,18,4,True,True,True,0,0,0,[],[]
37,20,5,False,False,False,5,8,12,"[""list_all_product_types"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""think"", ""calculate""]","[""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details"", ""get_product_details""]"
37,38,6,False,True,True,1,3,1,"[""modify_pending_order_items"", ""think"", ""modify_pending_order_items""]","[""modify_pending_order_items""]"
37,46,7,True,True,True,0,0,0,[],[]
37,48,8,False,False,False,0,0,1,[],"[""get_order_details""]"
38,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
38,6,1,True,True,True,2,2,2,"[""get_user_details"", ""get_order_details""]","[""get_user_details"", ""get_order_details""]"
38,12,2,False,True,True,0,1,0,"[""cancel_pending_order""]",[]
38,16,3,True,True,True,0,0,0,[],[]
39,2,0,False,False,False,1,1,2,"[""find_user_id_by_name_zip""]","[""find_user_id_by_email"", ""find_user_id_by_name_zip""]"
39,6,1,False,True,True,0,1,0,"[""find_user_id_by_email""]",[]
39,10,2,False,False,False,0,2,2,"[""find_user_id_by_name_zip"", ""get_user_details""]","[""list_all_product_types"", ""get_product_details""]"
39,16,3,False,True,True,0,3,0,"[""get_order_details"", ""list_all_product_types"", ""get_product_details""]",[]
39,24,4,False,True,True,0,1,0,"[""modify_user_address""]",[]
39,28,5,True,True,True,0,0,0,[],[]
40,2,0,False,True,True,1,2,1,"[""find_user_id_by_email"", ""get_user_details""]","[""find_user_id_by_email""]"
40,8,1,False,True,True,0,1,0,"[""get_order_details""]",[]
40,12,2,False,False,False,0,0,1,[],"[""get_order_details""]"
40,14,3,True,True,True,0,0,0,[],[]
40,16,4,True,True,True,1,1,1,"[""modify_pending_order_payment""]","[""modify_pending_order_payment""]"
40,20,5,False,False,False,0,0,1,[],"[""get_order_details""]"
41,2,0,True,True,True,0,0,0,[],[]
41,4,1,False,False,False,0,1,1,"[""find_user_id_by_name_zip""]","[""find_user_id_by_email""]"
41,8,2,False,True,True,0,3,0,"[""get_user_details"", ""get_order_details"", ""get_order_details""]",[]
41,16,3,False,False,True,1,2,1,"[""list_all_product_types"", ""get_product_details""]","[""get_product_details""]"
41,22,4,False,False,False,0,0,1,[],"[""modify_pending_order_items""]"
41,24,5,False,False,False,1,3,2,"[""exchange_delivered_order_items"", ""modify_pending_order_items"", ""modify_user_address""]","[""modify_pending_order_items"", ""get_order_details""]"
41,32,6,True,True,True,0,0,0,[],[]
41,34,7,True,True,True,0,0,0,[],[]
42,2,0,True,True,True,1,1,1,"[""find_user_id_by_email""]","[""find_user_id_by_email""]"
42,6,1,False,True,True,0,2,0,"[""find_user_id_by_name_zip"", ""get_user_details""]",[]
42,12,2,False,True,True,0,2,0,"[""get_order_details"", ""get_order_details""]",[]
42,18,3,True,True,True,0,0,0,[],[]
42,20,4,True,True,True,2,2,2,"[""modify_pending_order_address"", ""modify_pending_order_address""]","[""modify_pending_order_address"", ""modify_pending_order_address""]"
42,26,5,False,False,False,0,0,3,[],"[""get_order_details"", ""get_order_details"", ""get_user_details""]"
42,28,6,False,False,False,0,0,1,[],"[""get_order_details""]"
42,30,7,False,False,False,0,1,1,"[""modify_pending_order_items""]","[""get_product_details""]"
42,34,8,False,False,False,0,0,1,[],"[""get_product_details""]"
42,36,9,True,True,True,0,0,0,[],[]
43,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
43,6,1,True,True,True,3,3,3,"[""get_user_details"", ""get_order_details"", ""get_order_details""]","[""get_user_details"", ""get_order_details"", ""get_order_details""]"
43,14,2,True,True,True,0,0,0,[],[]
43,16,3,True,True,True,1,1,1,"[""modify_user_address""]","[""modify_user_address""]"
43,20,4,True,True,True,0,0,0,[],[]
43,22,5,True,True,True,0,0,0,[],[]
43,24,6,True,True,True,0,0,0,[],[]
43,26,7,True,True,True,0,0,0,[],[]
44,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
44,6,1,False,False,False,0,0,2,[],"[""get_user_details"", ""get_order_details""]"
44,8,2,False,False,False,1,1,5,"[""get_order_details""]","[""get_user_details"", ""get_order_details"", ""get_order_details"", ""get_order_details"", ""get_order_details""]"
44,12,3,False,True,True,0,1,0,"[""get_product_details""]",[]
44,16,4,False,False,False,0,1,1,"[""calculate""]","[""modify_pending_order_items""]"
44,20,5,False,False,False,1,1,3,"[""modify_pending_order_items""]","[""modify_pending_order_items"", ""modify_pending_order_items"", ""get_order_details""]"
44,24,6,True,True,True,0,0,0,[],[]
45,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
45,6,1,False,True,True,0,1,0,"[""get_order_details""]",[]
45,10,2,False,False,False,0,0,3,[],"[""get_order_details"", ""get_user_details"", ""get_order_details""]"
45,12,3,False,False,False,1,1,2,"[""get_order_details""]","[""get_user_details"", ""get_order_details""]"
45,16,4,False,True,True,0,1,0,"[""get_product_details""]",[]
45,20,5,False,False,True,1,2,1,"[""exchange_delivered_order_items"", ""get_user_details""]","[""get_user_details""]"
45,26,6,True,True,True,1,1,1,"[""exchange_delivered_order_items""]","[""exchange_delivered_order_items""]"
45,30,7,False,False,False,0,0,1,[],"[""get_order_details""]"
46,2,0,False,True,True,0,1,0,"[""find_user_id_by_name_zip""]",[]
46,6,1,True,True,True,0,0,0,[],[]
46,8,2,False,False,False,0,0,3,[],"[""get_order_details"", ""get_user_details"", ""get_order_details""]"
46,10,3,False,False,False,1,1,3,"[""get_order_details""]","[""get_order_details"", ""get_user_details"", ""get_order_details""]"
46,14,4,True,True,True,0,0,0,[],[]
46,16,5,False,True,True,1,2,1,"[""return_delivered_order_items"", ""calculate""]","[""return_delivered_order_items""]"
46,22,6,True,True,True,0,0,0,[],[]
47,2,0,False,False,False,1,1,2,"[""find_user_id_by_name_zip""]","[""find_user_id_by_email"", ""find_user_id_by_name_zip""]"
47,6,1,False,True,True,0,1,0,"[""get_order_details""]",[]
47,10,2,False,False,False,1,1,3,"[""get_order_details""]","[""get_order_details"", ""get_user_details"", ""get_order_details""]"
